ID,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
2018-01951,1,0,0,0,0,0,0,0,1,0,0
2018-03520,1,0,0,1,1,0,0,0,0,0,0
2018-02835,0,0,0,0,1,0,0,0,1,0,0
2018-02622,1,0,0,0,0,0,0,0,1,0,0
2018-00925,1,0,0,0,0,0,0,0,1,0,0
2018-03801,1,0,0,1,1,0,0,0,0,0,0
2018-02814,0,0,1,0,1,0,0,0,0,0,0
2018-00550,0,0,0,0,1,0,0,0,1,0,0
2018-02546,1,0,0,1,1,0,0,0,0,0,0
2018-04321,0,0,0,0,1,0,0,0,1,0,0
2018-00372,1,0,0,1,1,0,0,0,0,0,0
2018-00619,1,0,0,1,1,0,0,0,0,0,0
2018-02103,1,0,0,1,1,0,0,0,0,0,0
2018-01018,1,0,0,0,0,0,0,0,1,0,0
2018-01389,1,0,0,0,0,0,0,0,1,0,0
2018-04130,1,0,0,1,1,0,0,0,0,0,0
2018-03983,0,0,1,0,1,0,0,0,0,0,0
2018-00399,1,0,0,1,1,0,0,0,0,0,0
2018-03602,1,0,1,0,0,0,0,0,0,0,0
2018-01429,1,0,0,1,1,0,0,0,0,0,0
2018-01814,0,0,1,0,1,0,0,0,0,0,0
2018-02110,0,0,1,0,1,0,0,0,0,0,0
2018-03578,1,0,0,1,1,0,0,0,0,0,0
2018-01818,1,0,0,1,1,0,0,0,0,0,0
2018-00877,1,0,0,1,1,0,0,0,0,0,0
2018-01044,1,0,0,1,1,0,0,0,0,0,0
2018-00706,1,0,0,1,1,0,0,0,0,0,0
2018-02175,1,0,0,1,1,0,0,0,0,0,0
2018-02997,1,0,0,0,0,0,0,0,1,0,0
2018-01604,0,0,0,0,1,0,0,0,1,0,0
2018-01578,1,0,0,1,1,0,0,0,0,0,0
2018-01964,0,0,1,0,1,0,0,0,0,0,0
2018-01020,1,0,0,1,1,0,0,0,0,0,0
2018-04264,1,0,0,1,1,0,0,0,0,0,0
2018-00558,1,0,0,0,0,0,0,0,1,0,0
2018-00147,1,0,0,1,1,0,0,0,0,0,0
2018-01876,0,0,1,0,1,0,0,0,0,0,0
2018-02873,1,0,0,1,1,0,0,0,0,0,0
2018-00644,1,0,0,1,1,0,0,0,0,0,0
2018-01169,1,0,0,1,1,0,0,0,0,0,0
2018-02328,0,0,0,0,1,0,0,0,1,0,0
2018-03128,1,0,0,1,1,0,0,0,0,0,0
2018-02752,1,0,0,1,1,0,0,0,0,0,0
2018-03102,1,0,0,0,0,0,0,0,1,0,0
2018-02993,1,0,0,1,1,0,0,0,0,0,0
2018-04089,1,0,0,1,1,0,0,0,0,0,0
2018-00165,1,0,0,1,1,0,0,0,0,0,0
2018-00312,1,0,0,1,1,0,0,0,0,0,0
2018-03870,0,0,1,0,1,0,0,0,0,0,0
2018-01228,1,0,0,1,1,0,0,0,0,0,0
2018-00604,1,0,1,0,0,0,0,0,0,0,0
2018-00223,1,0,0,1,1,0,0,0,0,0,0
2018-01486,0,0,1,0,1,0,0,0,0,0,0
2018-03394,1,0,0,1,1,0,0,0,0,0,0
2018-03487,1,0,0,1,1,0,0,0,0,0,0
2018-00793,1,0,1,0,0,0,0,0,0,0,0
2018-01858,1,0,0,1,1,0,0,0,0,0,0
2018-04305,1,0,0,1,1,0,0,0,0,0,0
2018-01470,1,0,0,0,1,0,1,0,0,0,0
2018-02960,0,0,0,0,1,0,0,0,1,0,0
2018-01924,0,0,0,0,1,0,0,0,1,0,0
2018-00012,1,0,0,1,1,0,0,0,0,0,0
2018-02800,0,0,0,0,1,0,0,0,1,0,0
2018-03469,1,0,0,1,1,0,0,0,0,0,0
2018-02837,1,0,0,0,0,0,0,0,1,0,0
2018-02327,1,0,0,1,1,0,0,0,0,0,0
2018-04076,1,0,0,1,1,0,0,0,0,0,0
2018-00526,0,0,0,0,1,0,0,0,1,0,0
2018-01554,1,0,0,1,1,0,0,0,0,0,0
2018-01718,1,0,0,1,1,0,0,0,0,0,0
2018-01962,0,0,1,0,1,0,0,0,0,0,0
2018-03140,1,0,0,0,0,0,0,0,1,0,0
2018-04043,1,0,0,1,1,0,0,0,0,0,0
2018-02313,0,0,0,0,1,0,0,0,1,0,0
2018-02775,0,0,1,0,1,0,0,0,0,0,0
2018-02221,0,0,1,0,1,0,0,0,0,0,0
2018-02811,0,0,0,0,1,0,0,0,1,0,0
2018-04181,1,0,0,1,1,0,0,0,0,0,0
2018-01912,0,0,1,0,1,0,0,0,0,0,0
2018-01982,1,0,0,1,1,0,0,0,0,0,0
2018-03623,1,0,0,1,1,0,0,0,0,0,0
2018-02883,1,0,0,1,0,0,0,0,0,0,0
2018-00562,0,0,0,0,1,0,0,0,1,0,0
2018-02561,1,0,0,1,1,0,0,0,0,0,0
2018-01247,1,0,0,1,1,0,0,0,0,0,0
2018-04021,0,0,0,0,1,0,0,0,1,0,0
2018-00633,0,0,1,0,1,0,0,0,0,0,0
2018-02046,1,0,0,1,1,0,0,0,0,0,0
2018-01026,1,0,0,1,1,0,0,0,0,0,0
2018-00592,1,0,0,0,0,0,0,0,1,0,0
2018-04075,1,0,0,1,1,0,0,0,0,0,0
2018-03597,1,0,0,1,1,0,0,0,0,0,0
2018-01972,1,0,0,1,1,0,0,0,0,0,0
2018-00648,1,0,0,1,1,0,0,0,0,0,0
2018-03377,1,0,0,1,1,0,0,0,0,0,0
2018-01915,0,0,0,0,1,0,0,0,1,0,0
2018-00855,1,0,0,1,1,0,0,0,0,0,0
2018-02588,1,0,0,1,1,0,0,0,0,0,0
2018-00871,1,0,0,1,1,0,0,0,0,0,0
2018-02880,1,0,1,0,0,0,0,0,0,0,0
2018-00200,1,0,0,1,1,0,0,0,0,0,0
2018-03368,1,0,0,1,1,0,0,0,0,0,0
2018-03407,1,0,0,1,1,0,0,0,0,0,0
2018-02271,1,0,1,0,0,0,0,0,0,0,0
2018-00397,1,0,0,0,0,0,0,0,1,0,0
2018-03692,1,0,0,0,0,0,0,0,1,0,0
2018-03234,0,0,0,0,1,0,0,0,1,0,0
2018-02416,1,0,0,1,1,0,0,0,0,0,0
2018-00516,0,0,0,0,1,0,0,0,1,0,0
2018-03542,1,0,0,1,1,0,0,0,0,0,0
2018-03043,1,0,0,1,1,0,0,0,0,0,0
2018-02518,1,0,0,1,1,0,0,0,0,0,0
2018-03137,1,0,0,1,1,0,0,0,0,0,0
2018-01934,1,0,0,1,1,0,0,0,0,0,0
2018-02261,0,0,0,0,1,0,0,0,1,0,0
2018-01416,0,0,0,0,1,0,0,0,1,0,0
2018-04366,1,0,0,1,1,0,0,0,0,0,0
2018-01462,1,0,0,0,0,0,0,0,1,0,0
2018-01154,0,0,0,0,1,0,0,0,1,0,0
2018-04268,1,0,1,0,0,0,0,0,0,0,0
2018-01040,0,0,1,0,1,0,0,0,0,0,0
2018-02023,1,0,0,1,1,0,0,0,0,0,0
2018-03272,0,0,1,0,1,0,0,0,0,0,0
2018-01495,0,0,1,0,1,0,0,0,0,0,0
2018-03780,0,0,1,0,1,0,0,0,0,0,0
2018-01138,0,0,0,0,1,0,0,0,1,0,0
2018-03844,1,0,0,1,1,0,0,0,0,0,0
2018-02205,1,0,0,1,1,0,0,0,0,0,0
2018-01500,1,0,0,1,1,0,0,0,0,0,0
2018-00618,0,0,0,0,1,0,0,0,1,0,0
2018-01271,0,0,0,0,1,0,0,0,1,0,0
2018-03105,1,0,0,1,1,0,0,0,0,0,0
2018-03708,0,0,1,0,1,0,0,0,0,0,0
2018-03831,0,0,0,0,1,0,0,0,1,0,0
2018-00411,1,0,0,1,1,0,0,0,0,0,0
2018-02409,1,0,0,1,1,0,0,0,0,0,0
2018-01054,1,0,0,1,1,0,0,0,0,0,0
2018-03342,1,0,0,1,1,0,0,0,0,0,0
2018-03290,1,0,0,1,1,0,0,0,0,0,0
2018-04216,1,0,0,0,0,0,0,0,1,0,0
2018-00702,1,0,0,1,1,0,0,0,0,0,0
2018-00329,1,0,0,1,1,0,0,0,0,0,0
2018-01837,0,0,0,0,1,0,0,0,1,0,0
2018-03212,0,0,0,0,1,0,0,0,1,0,0
2018-04037,1,0,0,0,0,0,0,0,1,0,0
2018-01283,1,0,0,1,1,0,0,0,0,0,0
2018-00827,0,0,1,0,1,0,0,0,0,0,0
2018-00370,0,0,1,0,1,0,0,0,0,0,0
2018-01919,1,0,0,0,0,0,0,0,1,0,0
2018-02153,0,0,0,0,1,0,0,0,1,0,0
2018-04372,1,0,0,1,1,0,0,0,0,0,0
2018-01191,1,0,0,0,0,0,0,0,1,0,0
2018-00935,1,0,0,1,1,0,0,0,0,0,0
2018-00346,1,0,0,1,1,0,0,0,0,0,0
2018-02324,1,0,0,1,1,0,0,0,0,0,0
2018-02637,1,0,0,1,1,0,0,0,0,0,0
2018-02818,0,0,0,0,1,0,0,0,1,0,0
2018-04008,1,0,0,1,1,0,0,0,0,0,0
2018-01942,0,0,0,0,1,0,0,0,1,0,0
2018-03541,0,0,0,0,1,0,0,0,1,0,0
2018-03917,1,0,0,1,1,0,0,0,0,0,0
2018-00919,1,0,0,1,1,0,0,0,0,0,0
2018-00044,1,0,1,0,0,0,0,0,0,0,0
2018-00479,1,0,0,1,1,0,0,0,0,0,0
2018-00121,1,0,0,1,1,0,0,0,0,0,0
2018-02068,1,0,0,1,1,0,0,0,0,0,0
2018-01594,1,0,0,1,1,0,0,0,0,0,0
2018-00362,0,0,1,0,1,0,0,0,0,0,0
2018-04133,0,0,0,0,1,0,0,0,1,0,0
2018-02545,1,0,0,1,1,0,0,0,0,0,0
2018-01464,0,0,1,0,1,0,0,0,0,0,0
2018-01582,1,0,0,1,1,0,0,0,0,0,0
2018-00696,1,0,0,0,0,0,0,0,1,0,0
2018-03150,1,0,0,1,1,0,0,0,0,0,0
2018-03516,1,0,0,1,1,0,0,0,0,0,0
2018-04149,1,0,0,0,0,0,0,0,1,0,0
2018-01436,1,0,0,1,1,0,0,0,0,0,0
2018-02766,1,0,0,1,1,0,0,0,0,0,0
2018-03147,1,0,0,0,0,0,0,0,1,0,0
2018-01074,1,0,0,1,1,0,0,0,0,0,0
2018-03926,1,0,0,1,1,0,0,0,0,0,0
2018-04063,1,0,0,1,1,0,0,0,0,0,0
2018-01781,0,0,1,0,1,0,0,0,0,0,0
2018-03170,1,0,0,1,1,0,0,0,0,0,0
2018-02414,0,0,1,0,1,0,0,0,0,0,0
2018-01640,0,0,1,0,1,0,0,0,0,0,0
2018-04152,1,0,0,0,0,0,0,0,1,0,0
2018-01234,1,0,0,1,1,0,0,0,0,0,0
2018-00333,1,0,0,0,0,0,0,0,1,0,0
2018-04380,1,0,0,1,1,0,0,0,0,0,0
2018-01376,1,0,0,1,1,0,0,0,0,0,0
2018-03145,1,0,0,0,0,0,0,0,1,0,0
2018-02762,0,0,1,0,1,0,0,0,0,0,0
2018-01205,0,0,1,0,1,0,0,0,0,0,0
2018-04026,1,0,0,0,0,0,0,0,1,0,0
2018-01823,1,0,0,0,0,0,0,0,1,0,0
2018-00473,1,0,0,1,1,0,0,0,0,0,0
2018-01455,0,0,1,0,1,0,0,0,0,0,0
2018-02875,1,0,0,0,0,0,0,0,1,0,0
2018-03641,1,0,0,1,1,0,0,0,0,0,0
2018-03042,1,0,0,1,1,0,0,0,0,0,0
2018-00756,1,0,0,0,0,0,0,0,1,0,0
2018-03652,1,0,0,1,1,0,0,0,0,0,0
2018-03712,1,0,0,1,1,0,0,0,0,0,0
2018-02303,0,0,1,0,1,0,0,0,0,0,0
2018-04219,1,0,0,1,1,0,0,0,0,0,0
2018-01636,1,0,0,1,1,0,0,0,0,0,0
2018-01440,0,0,0,0,1,0,0,0,1,0,0
2018-03691,1,0,1,0,0,0,0,0,0,0,0
2018-02272,0,0,0,0,1,0,0,0,1,0,0
2018-02052,1,0,0,1,1,0,0,0,0,0,0
2018-01983,1,0,0,1,1,0,0,0,0,0,0
2018-03415,1,0,0,1,1,0,0,0,0,0,0
2018-00724,1,0,1,0,0,0,0,0,0,0,0
2018-00694,0,0,0,0,1,0,0,0,1,0,0
2018-02024,1,0,0,1,1,0,0,0,0,0,0
2018-03509,1,0,0,1,1,0,0,0,0,0,0
2018-01530,1,0,0,1,1,0,0,0,0,0,0
2018-00995,1,0,0,1,1,0,0,0,0,0,0
2018-01493,1,0,0,1,1,0,0,0,0,0,0
2018-01772,1,0,0,1,1,0,0,0,0,0,0
2018-00296,0,0,0,0,1,0,0,0,1,0,0
2018-00316,1,0,0,1,1,0,0,0,0,0,0
2018-02323,0,0,0,0,1,0,0,0,1,0,0
2018-04029,1,0,0,0,0,0,0,0,1,0,0
2018-03315,1,0,0,1,1,0,0,0,0,0,0
2018-02294,1,0,0,1,1,0,0,0,0,0,0
2018-00917,0,0,1,0,1,0,0,0,0,0,0
2018-03123,1,0,0,1,1,0,0,0,0,0,0
2018-02915,1,0,0,1,1,0,0,0,0,0,0
2018-03453,1,0,0,1,1,0,0,0,0,0,0
2018-03779,1,0,0,1,1,0,0,0,0,0,0
2018-03176,0,0,1,0,1,0,0,0,0,0,0
2018-02443,1,0,0,1,1,0,0,0,0,0,0
2018-03119,0,0,1,0,1,0,0,0,0,0,0
2018-01297,1,0,0,1,1,0,0,0,0,0,0
2018-02886,1,0,0,1,1,0,0,0,0,0,0
2018-03301,1,0,0,1,1,0,0,0,0,0,0
2018-03410,1,0,0,1,1,0,0,0,0,0,0
2018-01202,1,0,0,1,1,0,0,0,0,0,0
2018-00433,1,0,0,1,1,0,0,0,0,0,0
2018-01315,0,0,0,0,1,0,0,0,1,0,0
2018-01419,0,0,0,0,1,0,0,0,1,0,0
2018-03753,1,0,0,1,1,0,0,0,0,0,0
2018-01544,1,0,0,1,1,0,0,0,0,0,0
2018-04064,1,0,0,1,1,0,0,0,0,0,0
2018-00737,1,0,0,1,1,0,0,0,0,0,0
2018-02493,1,0,0,1,1,0,0,0,0,0,0
2018-03319,1,0,1,0,0,0,0,0,0,0,0
2018-01194,1,0,0,1,1,0,0,0,0,0,0
2018-00552,1,0,0,1,1,0,0,0,0,0,0
2018-01327,1,0,0,1,1,0,0,0,0,0,0
2018-00412,1,0,0,0,0,0,0,0,1,0,0
2018-01817,0,0,1,0,1,0,0,0,0,0,0
2018-00423,1,0,0,1,1,0,0,0,0,0,0
2018-03557,1,0,0,0,0,0,0,0,1,0,0
2018-02893,1,0,0,1,1,0,0,0,0,0,0
2018-03543,1,0,0,1,1,0,0,0,0,0,0
2018-04077,1,0,0,1,1,0,0,0,0,0,0
2018-02785,1,0,0,1,1,0,0,0,0,0,0
2018-01004,0,0,0,0,1,0,0,0,1,0,0
2018-04157,1,0,0,1,1,0,0,0,0,0,0
2018-02944,1,0,1,0,0,0,0,0,0,0,0
2018-00829,1,0,0,1,1,0,0,0,0,0,0
2018-04313,1,0,0,0,0,0,0,0,1,0,0
2018-01904,0,0,1,0,1,0,0,0,0,0,0
2018-01261,1,0,0,1,1,0,0,0,0,0,0
2018-03124,0,0,1,0,1,0,0,0,0,0,0
2018-02270,1,0,0,1,1,0,0,0,0,0,0
2018-03529,0,0,0,0,1,0,0,0,1,0,0
2018-03668,1,0,0,1,1,0,0,0,0,0,0
2018-01488,1,0,0,0,0,0,0,0,1,0,0
2018-04334,1,0,1,0,0,0,0,0,0,0,0
2018-01854,1,0,0,1,1,0,0,0,0,0,0
2018-01516,1,0,0,1,1,0,0,0,0,0,0
2018-03472,1,0,0,1,1,0,0,0,0,0,0
2018-02942,0,0,0,0,1,0,0,0,1,0,0
2018-04155,1,0,0,1,1,0,0,0,0,0,0
2018-02661,1,0,0,1,1,0,0,0,0,0,0
2018-02310,0,0,0,0,1,0,0,0,1,0,0
2018-00615,0,0,1,0,1,0,0,0,0,0,0
2018-02704,0,0,0,0,1,0,0,0,1,0,0
2018-01224,0,0,1,0,1,0,0,0,0,0,0
2018-02315,0,0,0,0,1,0,0,0,1,0,0
2018-00802,0,0,0,0,1,0,0,0,1,0,0
2018-01775,0,0,1,0,1,0,0,0,0,0,0
2018-02967,1,0,0,1,1,0,0,0,0,0,0
2018-02850,1,0,0,1,1,0,0,0,0,0,0
2018-03007,1,0,0,1,1,0,0,0,0,0,0
2018-02885,1,0,0,1,1,0,0,0,0,0,0
2018-03822,1,0,0,1,1,0,0,0,0,0,0
2018-00990,1,0,0,1,1,0,0,0,0,0,0
2018-01336,1,0,0,1,1,0,0,0,0,0,0
2018-03191,1,0,0,1,1,0,0,0,0,0,0
2018-01909,0,0,1,0,1,0,0,0,0,0,0
2018-01129,1,0,0,0,0,0,0,0,1,0,0
2018-01126,0,0,0,0,1,0,0,0,1,0,0
2018-00798,1,0,0,1,1,0,0,0,0,0,0
2018-02004,0,0,0,0,1,0,0,0,1,0,0
2018-02653,0,0,0,0,1,0,0,0,1,0,0
2018-03490,1,0,0,1,1,0,0,0,0,0,0
2018-03264,0,0,1,0,1,0,0,0,0,0,0
2018-03092,1,0,0,1,1,0,0,0,0,0,0
2018-03448,0,0,0,0,1,0,0,0,1,0,0
2018-01298,1,0,0,1,1,0,0,0,0,0,0
2018-02555,1,0,0,0,0,0,0,0,1,0,0
2018-00215,1,0,0,1,1,0,0,0,0,0,0
2018-02064,0,0,1,0,1,0,0,0,0,0,0
2018-01684,0,0,1,0,1,0,0,0,0,0,0
2018-03659,1,0,0,1,1,0,0,0,0,0,0
2018-02355,1,0,0,1,1,0,0,0,0,0,0
2018-02159,1,0,0,1,1,0,0,0,0,0,0
2018-00576,1,0,0,1,1,0,0,0,0,0,0
2018-01314,1,0,0,1,1,0,0,0,0,0,0
2018-02430,1,0,0,1,1,0,0,0,0,0,0
2018-00204,1,0,0,1,1,0,0,0,0,0,0
2018-00913,1,0,0,1,1,0,0,0,0,0,0
2018-02799,1,0,0,1,1,0,0,0,0,0,0
2018-02138,0,0,0,0,1,0,0,0,1,0,0
2018-01153,0,0,0,0,1,0,0,0,1,0,0
2018-00804,1,0,0,1,1,0,0,0,0,0,0
2018-00964,1,0,0,1,1,0,0,0,0,0,0
2018-04170,1,0,0,1,1,0,0,0,0,0,0
2018-00556,1,0,0,1,1,0,0,0,0,0,0
2018-02675,1,0,0,1,1,0,0,0,0,0,0
2018-04335,0,0,1,0,1,0,0,0,0,0,0
2018-04073,1,0,0,1,1,0,0,0,0,0,0
2018-04086,1,0,0,1,1,0,0,0,0,0,0
2018-00744,1,0,0,1,1,0,0,0,0,0,0
2018-00625,1,0,0,1,1,0,0,0,0,0,0
2018-04186,1,0,0,1,1,0,0,0,0,0,0
2018-01856,1,0,0,1,1,0,0,0,0,0,0
2018-01374,1,0,0,1,1,0,0,0,0,0,0
2018-02900,1,0,0,1,1,0,0,0,0,0,0
2018-04261,0,0,1,0,1,0,0,0,0,0,0
2018-01816,1,0,0,1,1,0,0,0,0,0,0
2018-02455,1,0,0,0,0,0,0,0,1,0,0
2018-00344,1,0,0,1,1,0,0,0,0,0,0
2018-01674,1,0,0,1,1,0,0,0,0,0,0
2018-03500,1,0,0,0,0,0,0,0,1,0,0
2018-02507,0,0,0,0,1,0,0,0,1,0,0
2018-01897,1,0,0,1,1,0,0,0,0,0,0
2018-03188,0,0,1,0,1,0,0,0,0,0,0
2018-02274,1,0,0,0,0,0,0,0,1,0,0
2018-01761,1,0,0,1,1,0,0,0,0,0,0
2018-00500,1,0,0,1,1,0,0,0,0,0,0
2018-03767,1,0,0,0,0,0,0,0,1,0,0
2018-03325,1,0,0,1,1,0,0,0,0,0,0
2018-04333,1,0,0,0,0,0,0,0,1,0,0
2018-01116,1,0,0,1,1,0,0,0,0,0,0
2018-01447,0,0,0,0,1,0,0,0,1,0,0
2018-04194,0,0,0,0,1,0,0,0,1,0,0
2018-02825,1,0,0,1,1,0,0,0,0,0,0
2018-04116,1,0,0,0,0,0,0,0,1,0,0
2018-00426,0,0,0,0,1,0,0,0,1,0,0
2018-02208,1,0,0,1,1,0,0,0,0,0,0
2018-03396,1,0,0,1,1,0,0,0,0,0,0
2018-03884,0,0,0,0,1,0,0,0,1,0,0
2018-03281,1,0,0,1,1,0,0,0,0,0,0
2018-03676,1,0,0,1,1,0,0,0,0,0,0
2018-01882,0,0,0,0,1,0,0,0,1,0,0
2018-03219,1,0,0,1,1,0,0,0,0,0,0
2018-00116,1,0,0,1,1,0,0,0,0,0,0
2018-00202,1,0,0,1,1,0,0,0,0,0,0
2018-01151,1,0,0,1,1,0,0,0,0,0,0
2018-00100,0,0,1,0,1,0,0,0,0,0,0
2018-01299,0,0,1,0,1,0,0,0,0,0,0
2018-03862,0,0,0,0,1,0,0,0,1,0,0
2018-04227,1,0,0,1,1,0,0,0,0,0,0
2018-02839,0,0,1,0,1,0,0,0,0,0,0
2018-00210,1,0,1,0,0,0,0,0,0,0,0
2018-03253,0,0,1,0,1,0,0,0,0,0,0
2018-03591,1,0,0,1,1,0,0,0,0,0,0
2018-02659,0,0,1,0,1,0,0,0,0,0,0
2018-03372,1,0,0,1,1,0,0,0,0,0,0
2018-04164,0,0,1,0,1,0,0,0,0,0,0
2018-00339,1,0,0,0,0,0,0,0,1,0,0
2018-01526,1,0,0,1,1,0,0,0,0,0,0
2018-02086,1,0,0,1,1,0,0,0,0,0,0
2018-03080,1,0,0,0,0,0,0,0,1,0,0
2018-03417,1,0,0,1,1,0,0,0,0,0,0
2018-02206,1,0,0,1,1,0,0,0,0,0,0
2018-04137,0,0,1,0,1,0,0,0,0,0,0
2018-01846,1,0,0,1,1,0,0,0,0,0,0
2018-02329,1,0,0,0,0,0,0,0,1,0,0
2018-02844,1,0,0,1,1,0,0,0,0,0,0
2018-00071,0,0,1,0,1,0,0,0,0,0,0
2018-00600,1,0,0,1,1,0,0,0,0,0,0
2018-03996,1,0,0,1,1,0,0,0,0,0,0
2018-00899,1,0,0,0,0,0,0,0,1,0,0
2018-02410,1,0,0,0,0,0,0,0,1,0,0
2018-03776,1,0,0,1,1,0,0,0,0,0,0
2018-02460,1,0,0,0,0,0,0,0,1,0,0
2018-01118,1,0,0,1,1,0,0,0,0,0,0
2018-01764,1,0,1,0,0,0,0,0,0,0,0
2018-03305,1,0,0,1,1,0,0,0,0,0,0
2018-01119,0,0,0,0,1,0,0,0,1,0,0
2018-01605,0,0,1,0,1,0,0,0,0,0,0
2018-02071,0,0,0,0,1,0,0,0,1,0,0
2018-02345,1,0,0,1,1,0,0,0,0,0,0
2018-04180,1,0,0,0,0,0,0,0,1,0,0
2018-00484,1,0,0,1,1,0,0,0,0,0,0
2018-02723,1,0,0,1,1,0,0,0,0,0,0
2018-02361,0,0,1,0,1,0,0,0,0,0,0
2018-03222,0,0,1,0,1,0,0,0,0,0,0
2018-02501,1,0,0,1,1,0,0,0,0,0,0
2018-03628,1,0,0,1,1,0,0,0,0,0,0
2018-03229,1,0,0,1,1,0,0,0,0,0,0
2018-03811,0,0,0,0,1,0,0,0,1,0,0
2018-00087,1,0,0,0,0,0,0,0,1,0,0
2018-00834,1,0,0,1,1,0,0,0,0,0,0
2018-01385,0,0,1,0,1,0,0,0,0,0,0
2018-02360,1,0,0,1,1,0,0,0,0,0,0
2018-03765,1,0,0,1,1,0,0,0,0,0,0
2018-01331,0,0,0,0,1,0,0,0,1,0,0
2018-00712,1,0,0,0,0,0,0,0,1,0,0
2018-02602,1,0,0,1,1,0,0,0,0,0,0
2018-02550,1,0,0,1,1,0,0,0,0,0,0
2018-03271,0,0,0,0,1,0,0,0,1,0,0
2018-00028,0,0,1,0,1,0,0,0,0,0,0
2018-02962,0,0,1,0,1,0,0,0,0,0,0
2018-01275,1,0,0,1,1,0,0,0,0,0,0
2018-00328,1,0,0,1,1,0,0,0,0,0,0
2018-03493,0,0,0,0,1,0,0,0,1,0,0
2018-00393,1,0,0,1,1,0,0,0,0,0,0
2018-02829,1,0,0,1,1,0,0,0,0,0,0
2018-04101,0,0,1,0,1,0,0,0,0,0,0
2018-03163,0,0,0,0,1,0,0,0,1,0,0
2018-03674,1,0,0,1,1,0,0,0,0,0,0
2018-02204,1,0,0,1,1,0,0,0,0,0,0
2018-04175,0,0,0,0,1,0,0,0,1,0,0
2018-04080,0,0,0,0,1,0,0,0,1,0,0
2018-03179,0,0,1,0,1,0,0,0,0,0,0
2018-03446,0,0,1,0,1,0,0,0,0,0,0
2018-01803,1,0,0,0,0,0,0,0,1,0,0
2018-01049,1,0,0,1,1,0,0,0,0,0,0
2018-03849,1,0,0,1,1,0,0,0,0,0,0
2018-01921,0,0,0,0,1,0,0,0,1,0,0
2018-01324,1,0,0,1,1,0,0,0,0,0,0
2018-03451,1,0,0,1,1,0,0,0,0,0,0
2018-00080,1,0,0,1,1,0,0,0,0,0,0
2018-01532,1,0,0,1,1,0,0,0,0,0,0
2018-00413,0,0,1,0,1,0,0,0,0,0,0
2018-03887,0,0,0,0,1,0,0,0,1,0,0
2018-01808,1,0,0,1,1,0,0,0,0,0,0
2018-03187,1,0,0,1,1,0,0,0,0,0,0
2018-01592,0,0,0,0,1,0,0,0,1,0,0
2018-03426,1,0,0,1,1,0,0,0,0,0,0
2018-02632,1,0,0,1,1,0,0,0,0,0,0
2018-00019,1,0,0,1,1,0,0,0,0,0,0
2018-02444,1,0,0,0,0,0,0,0,1,0,0
2018-02890,1,0,0,1,1,0,0,0,0,0,0
2018-00183,1,0,0,1,1,0,0,0,0,0,0
2018-04126,1,0,0,1,1,0,0,0,0,0,0
2018-04032,1,0,0,1,1,0,0,0,0,0,0
2018-01166,1,0,0,0,1,0,1,0,0,0,0
2018-00373,1,0,0,1,1,0,0,0,0,0,0
2018-03789,1,0,0,1,1,0,0,0,0,0,0
2018-04109,1,0,0,1,1,0,0,0,0,0,0
2018-02790,0,0,1,0,1,0,0,0,0,0,0
2018-02089,1,0,0,1,1,0,0,0,0,0,0
2018-00521,1,0,0,1,1,0,0,0,0,0,0
2018-01929,0,0,0,0,1,0,0,0,1,0,0
2018-04225,0,0,1,0,1,0,0,0,0,0,0
2018-00861,0,0,0,0,1,0,0,0,1,0,0
2018-00767,1,0,0,0,0,0,0,0,1,0,0
2018-02141,0,0,0,0,1,0,0,0,1,0,0
2018-04312,1,0,0,0,0,0,0,0,1,0,0
2018-00017,1,0,0,1,1,0,0,0,0,0,0
2018-03772,0,0,1,0,1,0,0,0,0,0,0
2018-01407,0,0,1,0,1,0,0,0,0,0,0
2018-03592,1,0,0,1,1,0,0,0,0,0,0
2018-01057,1,0,0,1,1,0,0,0,0,0,0
2018-01473,0,0,0,0,1,0,0,0,1,0,0
2018-00617,1,0,0,0,0,0,0,0,1,0,0
2018-01918,0,0,0,0,1,0,0,0,1,0,0
2018-01695,0,0,1,0,1,0,0,0,0,0,0
2018-02841,1,0,0,1,1,0,0,0,0,0,0
2018-03017,1,0,0,1,1,0,0,0,0,0,0
2018-00436,1,0,0,1,1,0,0,0,0,0,0
2018-02506,1,0,0,0,0,0,0,0,1,0,0
2018-03419,0,0,0,0,1,0,0,0,1,0,0
2018-03418,1,0,0,0,0,0,0,0,1,0,0
2018-02895,1,0,0,1,1,0,0,0,0,0,0
2018-03375,1,0,0,1,1,0,0,0,0,0,0
2018-00278,1,0,1,0,0,0,0,0,0,0,0
2018-01980,0,0,0,0,1,0,0,0,1,0,0
2018-03656,0,0,0,0,1,0,0,0,1,0,0
2018-02840,0,0,1,0,1,0,0,0,0,0,0
2018-02911,1,0,0,1,1,0,0,0,0,0,0
2018-00547,1,0,0,1,1,0,0,0,0,0,0
2018-02177,1,0,0,0,0,0,0,0,1,0,0
2018-00466,0,0,1,0,1,0,0,0,0,0,0
2018-02285,0,0,0,0,1,0,0,0,1,0,0
2018-02536,0,0,0,0,1,0,0,0,1,0,0
2018-01548,0,0,0,0,1,0,0,0,1,0,0
2018-02385,0,0,1,0,1,0,0,0,0,0,0
2018-03328,1,0,0,1,1,0,0,0,0,0,0
